,Country or Area,Commodity,Transaction,Year,Quantity Footnotes,Conversion_in_kWh
61079,Germany,Electricity,Gross production,2019,,6090650000000.0
61080,Germany,Electricity,Gross production,2018,,6429000000000.0
61081,Germany,Electricity,Gross production,2017,,6537230000000.0
61082,Germany,Electricity,Gross production,2016,,6504500000000.0
61083,Germany,Electricity,Gross production,2015,,6483100000000.0
61084,Germany,Electricity,Gross production,2014,,6278060000000.0
61085,Germany,Electricity,Gross production,2013,,6387010000000.0
61086,Germany,Electricity,Gross production,2012,,6283140000000.0
61087,Germany,Electricity,Gross production,2011,,6131230000000.0
61088,Germany,Electricity,Gross production,2010,,6331200000000.0
61089,Germany,Electricity,Gross production,2009,,5956170000000.0
61090,Germany,Electricity,Gross production,2008,,6404060000000.0
61091,Germany,Electricity,Gross production,2007,,6405780000000.0
61092,Germany,Electricity,Gross production,2006,,6394920000000.0
61093,Germany,Electricity,Gross production,2005,,6225790000000.0
61094,Germany,Electricity,Gross production,2004,,6174690000000.0
61095,Germany,Electricity,Gross production,2003,,6087790000000.0
61096,Germany,Electricity,Gross production,2002,,5866940000000.0
61097,Germany,Electricity,Gross production,2001,,5864060000000.0
61098,Germany,Electricity,Gross production,2000,,5765430000000.0
61099,Germany,Electricity,Gross production,1999,,5563000000000.0
61100,Germany,Electricity,Gross production,1998,,5563930000000.0
61101,Germany,Electricity,Gross production,1997,,5515540000000.0
61102,Germany,Electricity,Gross production,1996,,5553720000000.0
61103,Germany,Electricity,Gross production,1995,,5372840000000.0
61104,Germany,Electricity,Gross production,1994,,5291600000000.0
61105,Germany,Electricity,Gross production,1993,,5262760000000.0
61106,Germany,Electricity,Gross production,1992,,5374700000000.0
61107,Germany,Electricity,Gross production,1991,,5396340000000.0
61108,Germany,From combustible fuels,Main activity,2019,,2820350000000.0
61109,Germany,From combustible fuels,Main activity,2018,,3317670000000.0
61110,Germany,From combustible fuels,Main activity,2017,,3487970000000.0
61111,Germany,From combustible fuels,Main activity,2016,,3661990000000.0
61112,Germany,From combustible fuels,Main activity,2015,,3614850000000.0
61113,Germany,From combustible fuels,Main activity,2014,,3646850000000.0
61114,Germany,From combustible fuels,Main activity,2013,,3835720000000.0
61115,Germany,From combustible fuels,Main activity,2012,,3786140000000.0
61116,Germany,From combustible fuels,Main activity,2011,,3613380000000.0
61117,Germany,From combustible fuels,Main activity,2010,,3618800000000.0
61118,Germany,From combustible fuels,Main activity,2009,,3445450000000.0
61119,Germany,From combustible fuels,Main activity,2008,,3707510000000.0
61120,Germany,From combustible fuels,Main activity,2007,,3757210000000.0
61121,Germany,From combustible fuels,Main activity,2006,,3610720000000.0
61122,Germany,From combustible fuels,Main activity,2005,,3541920000000.0
61123,Germany,From combustible fuels,Main activity,2004,,3493400000000.0
61124,Germany,From combustible fuels,Main activity,2003,,3532660000000.0
61125,Germany,From combustible fuels,Main activity,2002,,3383440000000.0
61126,Germany,From combustible fuels,Main activity,2001,,3290370000000.0
61127,Germany,From combustible fuels,Main activity,2000,,3226530000000.0
61128,Germany,From combustible fuels,Main activity,1999,,3054080000000.0
61129,Germany,From combustible fuels,Main activity,1998,,3117350000000.0
61130,Germany,From combustible fuels,Main activity,1997,,2975940000000.0
61131,Germany,From combustible fuels,Main activity,1996,,3054250000000.0
61132,Germany,From combustible fuels,Main activity,1995,,2861310000000.0
61133,Germany,From combustible fuels,Main activity,1994,,2852140000000.0
61134,Germany,From combustible fuels,Main activity,1993,,2811180000000.0
61135,Germany,From combustible fuels,Main activity,1992,,2843100000000.0
61136,Germany,From combustible fuels,Main activity,1991,,2962310000000.0
61137,Germany,From combustible fuels,From combustible fuels,2019,,844650000000.0
61138,Germany,From combustible fuels,From combustible fuels,2018,,869710000000.0
61139,Germany,From combustible fuels,From combustible fuels,2017,,932930000000.0
61140,Germany,From combustible fuels,From combustible fuels,2016,,873420000000.0
61141,Germany,From combustible fuels,From combustible fuels,2015,,799250000000.0
61142,Germany,From combustible fuels,From combustible fuels,2014,,772040000000.0
61143,Germany,From combustible fuels,From combustible fuels,2013,,787610000000.0
61144,Germany,From combustible fuels,From combustible fuels,2012,,776380000000.0
61145,Germany,From combustible fuels,From combustible fuels,2011,,740930000000.0
61146,Germany,From combustible fuels,From combustible fuels,2010,,748940000000.0
61147,Germany,From combustible fuels,From combustible fuels,2009,,713730000000.0
61148,Germany,From combustible fuels,From combustible fuels,2008,,711160000000.0
61149,Germany,From combustible fuels,From combustible fuels,2007,,652710000000.0
61150,Germany,From combustible fuels,From combustible fuels,2006,,656710000000.0
61151,Germany,From combustible fuels,From combustible fuels,2005,,617660000000.0
61152,Germany,From combustible fuels,From combustible fuels,2004,,610220000000.0
61153,Germany,From combustible fuels,From combustible fuels,2003,,583120000000.0
61154,Germany,From combustible fuels,From combustible fuels,2019,,1975700000000.0
61155,Germany,From combustible fuels,From combustible fuels,2018,,2447960000000.0
61156,Germany,From combustible fuels,From combustible fuels,2017,,2555040000000.0
61157,Germany,From combustible fuels,From combustible fuels,2016,,2788570000000.0
61158,Germany,From combustible fuels,From combustible fuels,2015,,2815600000000.0
61159,Germany,From combustible fuels,From combustible fuels,2014,,2874810000000.0
61160,Germany,From combustible fuels,From combustible fuels,2013,,3048110000000.0
61161,Germany,From combustible fuels,From combustible fuels,2012,,3009760000000.0
61162,Germany,From combustible fuels,From combustible fuels,2011,,2872450000000.0
61163,Germany,From combustible fuels,From combustible fuels,2010,,2869860000000.0
61164,Germany,From combustible fuels,From combustible fuels,2009,,2731720000000.0
61165,Germany,From combustible fuels,From combustible fuels,2008,,2996350000000.0
61166,Germany,From combustible fuels,From combustible fuels,2007,,3104500000000.0
61167,Germany,From combustible fuels,From combustible fuels,2006,,2954010000000.0
61168,Germany,From combustible fuels,From combustible fuels,2005,,2924260000000.0
61169,Germany,From combustible fuels,From combustible fuels,2004,,2883180000000.0
61170,Germany,From combustible fuels,From combustible fuels,2003,,2949540000000.0
61171,Germany,From combustible fuels,From combustible fuels,2002,,3383440000000.0
61172,Germany,From combustible fuels,From combustible fuels,2001,,3290370000000.0
61173,Germany,From combustible fuels,From combustible fuels,2000,,3226530000000.0
61174,Germany,From combustible fuels,From combustible fuels,1999,,3054080000000.0
61175,Germany,From combustible fuels,From combustible fuels,1998,,3117350000000.0
61176,Germany,From combustible fuels,From combustible fuels,1997,,2975940000000.0
61177,Germany,From combustible fuels,From combustible fuels,1996,,3054250000000.0
61178,Germany,From combustible fuels,From combustible fuels,1995,,2861310000000.0
61179,Germany,From combustible fuels,From combustible fuels,1994,,2852140000000.0
61180,Germany,From combustible fuels,From combustible fuels,1993,,2811180000000.0
61181,Germany,From combustible fuels,From combustible fuels,1992,,2843100000000.0
61182,Germany,From combustible fuels,From combustible fuels,1991,,2962310000000.0
61183,Germany,Geothermal,Main activity,2019,,1970000000.0
61184,Germany,Geothermal,Main activity,2018,,1780000000.0
61185,Germany,Geothermal,Main activity,2017,,1630000000.0
61186,Germany,Geothermal,Main activity,2016,,1750000000.0
61187,Germany,Geothermal,Main activity,2015,,1340000000.0
61188,Germany,Geothermal,Main activity,2014,,980000000.0
61189,Germany,Geothermal,Main activity,2013,,800000000.0
61190,Germany,Geothermal,Main activity,2012,,250000000.0
61191,Germany,Geothermal,Main activity,2011,,190000000.0
61192,Germany,Geothermal,Main activity,2010,,280000000.0
61193,Germany,Geothermal,Main activity,2009,,190000000.0
61194,Germany,Geothermal,Main activity,2008,,180000000.0
61195,Germany,Geothermal,Geothermal,2019,,1970000000.0
61196,Germany,Geothermal,Geothermal,2018,,1780000000.0
61197,Germany,Geothermal,Geothermal,2017,,1630000000.0
