,Country or Area,Commodity,Transaction,Year,Quantity Footnotes,Conversion_in_kWh
61055,German Dem. R. (former),Electricity,Gross production,1990,1.0,1172920000000.0
61056,German Dem. R. (former),From combustible fuels,Main activity,1990,1.0,965000000000.0
61057,German Dem. R. (former),Hydro,Main activity,1990,1.0,19500000000.0
61058,German Dem. R. (former),Nuclear,Main activity,1990,1.0,118000000000.0
61059,German Dem. R. (former),From combustible fuels,Autoproducer,1990,1.0,70000000000.0
61060,German Dem. R. (former),Hydro,Autoproducer,1990,1.0,420000000.0
61061,German Dem. R. (former),Electricity,net production,1990,,1062920000000.0
61062,German Dem. R. (former),Electricity,imports,1990,1.0,55000000000.0
61063,German Dem. R. (former),Electricity,exports,1990,1.0,45000000000.0
61064,German Dem. R. (former),Electricity,Energy industries own use,1990,1.0,46450000000.0
61065,German Dem. R. (former),Electricity,Own use by oil and gas extraction,1990,1.0,1180000000.0
61066,German Dem. R. (former),Electricity,Own use by coke ovens,1990,1.0,2780000000.0
61067,German Dem. R. (former),Electricity,Own use by briquetting plants,1990,1.0,21030000000.0
61068,German Dem. R. (former),Electricity,Own use by oil refineries,1990,1.0,21460000000.0
61069,German Dem. R. (former),Electricity,Own use by pump-storage plants,1990,,26155555555.555603
61070,German Dem. R. (former),Electricity,"Own use by electricity, heat and CHP plants",1990,1.0,110000000000.0
61071,German Dem. R. (former),Electricity,Losses,1990,1.0,55480000000.0
61072,German Dem. R. (former),Electricity,Final energy consumption,1990,1.0,523830000000.0
61073,German Dem. R. (former),Electricity,Consumption by other,1990,1.0,523830000000.0
61074,German Dem. R. (former),Electricity,Consumption by households,1990,1.0,321880000000.0
61075,German Dem. R. (former),Electricity,Consumption not elsewhere specified (other),1990,1.0,201950000000.0
61076,German Dem. R. (former),Electricity,"total production, main activity",1990,1.0,1102500000000.0
61077,German Dem. R. (former),Electricity,Gross demand,1990,,1046764444444.44
61078,German Dem. R. (former),Electricity,"total production, autoproducer",1990,1.0,70420000000.0
6299,German Dem. R. (former),Brown coal,production,1990,1.0,1086400000000.0
6300,German Dem. R. (former),Brown coal,imports,1990,1.0,0.0
6301,German Dem. R. (former),Brown coal,exports,1990,1.0,0.0
6302,German Dem. R. (former),Brown coal,transformation,1990,1.0,1045345720000.0
6303,German Dem. R. (former),Brown coal,transformation in coke ovens,1990,1.0,50440000.0
6304,German Dem. R. (former),Brown coal,transformation in briquetting plants,1990,1.0,334211560000.0
6305,German Dem. R. (former),Brown coal,"Transformation in electricity, CHP and heat plants",1990,1.0,633006480000.0
6306,German Dem. R. (former),Brown coal,Other transformation,1990,1.0,78077240000.0
6307,German Dem. R. (former),Brown coal,losses,1990,1.0,1016560000.0
6308,German Dem. R. (former),Brown coal,Final energy consumption,1990,1.0,18150640000.0
6309,German Dem. R. (former),Brown coal,consumption by Other,1990,1.0,18150640000.0
6310,German Dem. R. (former),Brown coal,consumption by households,1990,1.0,182360000.0
6311,German Dem. R. (former),Brown coal,consumption not elsewhere specified (other),1990,1.0,17968280000.0
6312,German Dem. R. (former),Lignite brown coal,total resources in place,1990,,182360000000000.0
6313,German Dem. R. (former),Lignite brown coal,total known reserves,1990,,182360000000000.0
6314,German Dem. R. (former),Lignite brown coal- recoverable resources,Lignite brown coal- recoverable resources,1990,,81480000000000.0
6315,German Dem. R. (former),Brown coal,Total energy supply,1990,1.0,1086400000000.0
6316,German Dem. R. (former),Brown coal,final consumption,1990,1.0,18150640000.0
11860,German Dem. R. (former),Conventional crude oil,production,1990,1.0,456300000.0
11861,German Dem. R. (former),Conventional crude oil,imports,1990,1.0,245700000000.0
11862,German Dem. R. (former),Conventional crude oil,transformation,1990,1.0,246870000000.0
11863,German Dem. R. (former),Conventional crude oil,transformation in oil refineries,1990,1.0,246870000000.0
11864,German Dem. R. (former),Crude petroleum,refinery capacity,1990,1.0,312390000000.0
11865,German Dem. R. (former),Conventional crude oil,total energy supply,1990,1.0,246156300000.0
17319,German Dem. R. (former),Hard coal,production,1990,1.0,0.0
17320,German Dem. R. (former),Hard coal,imports,1990,1.0,29842000000.0
17321,German Dem. R. (former),Hard coal,exports,1990,1.0,2776000000.0
17322,German Dem. R. (former),Hard coal,transformation,1990,1.0,19362600000.0
17323,German Dem. R. (former),Hard coal,transformation in gas works,1990,1.0,9341240000.0
17324,German Dem. R. (former),Hard coal,"transformation in electricity, CHP and heat plants",1990,1.0,3900280000.0
17325,German Dem. R. (former),Hard coal,other transformation,1990,1.0,6121080000.0
17326,German Dem. R. (former),Hard coal,losses,1990,1.0,69400000.0
17327,German Dem. R. (former),Hard coal,final energy consumption,1990,1.0,1311660000.0
17328,German Dem. R. (former),Hard coal,consumption by transport,1990,1.0,270660000.0
17329,German Dem. R. (former),Hard coal,consumption by rail,1990,1.0,270660000.0
17330,German Dem. R. (former),Hard coal,consumption by other,1990,1.0,1041000000.0
17331,German Dem. R. (former),Hard coal,consumption by households,1990,1.0,69400000.0
17332,German Dem. R. (former),Hard coal,consumption by other consumers,1990,1.0,971600000.0
17333,German Dem. R. (former),Hard coal,total energy supply,1990,1.0,27066000000.0
17334,German Dem. R. (former),Hard coal,final consumption,1990,1.0,1311660000.0
13467,German Dem. R. (former),Heat,Gross production,1990,1.0,213889060000.0
13468,German Dem. R. (former),From combustible fuels,Main activity,1990,1.0,213889060000.0
13469,German Dem. R. (former),From combustible fuels,From combustible fuels,1990,1.0,213889060000.0
13470,German Dem. R. (former),Heat,Net production,1990,,213889060000.0
13471,German Dem. R. (former),Heat,"Own use by electricity, CHP and heat plants",1990,,0.0
13472,German Dem. R. (former),Heat,Losses,1990,1.0,7777784000.0
13473,German Dem. R. (former),Heat,Final energy consumption,1990,1.0,47222260000.0
13474,German Dem. R. (former),Heat,Consumption by transport,1990,1.0,2777780000.0
13475,German Dem. R. (former),Heat,Consumption not elsewhere specified (transport),1990,1.0,2777780000.0
13476,German Dem. R. (former),Heat,Consumption by other,1990,1.0,44444480000.0
13477,German Dem. R. (former),Heat,Consumption by households,1990,1.0,20555572000.0
13478,German Dem. R. (former),Heat,Consumption not elsewhere specified (other),1990,1.0,23888908000.0
13479,German Dem. R. (former),Heat production,Main activity total,1990,1.0,213889060000.0
13480,German Dem. R. (former),Heat,Gross demand,1990,,213889060000.0
30242,German Dem. R. (former),Natural gas (including LNG),production,1990,,15277790000.0
30243,German Dem. R. (former),Natural gas,Gross production,1990,,27777800000.0
30244,German Dem. R. (former),Natural gas (including LNG),imports,1990,1.0,63888940000.0
30245,German Dem. R. (former),Natural gas (including LNG),exports,1990,1.0,2222224000.0
30246,German Dem. R. (former),Natural gas (including LNG),transformation,1990,1.0,37441418842.0
30247,German Dem. R. (former),Natural gas (including LNG),transformation in gas works,1990,1.0,2743891084.0
