,source,target,value,year,estimation
0,exports,Electricity - exports,1920000000.0,2019,0
1,exports,Electricity - exports,1310000000.0,2018,0
2,exports,Electricity - exports,950000000.0,2017,0
3,exports,Electricity - exports,1050000000.0,2016,0
4,exports,Electricity - exports,870000000.0,2015,0
5,exports,Electricity - exports,930000000.0,2014,0
6,exports,Electricity - exports,770000000.0,2013,0
7,exports,Electricity - exports,480000000.0,2012,0
8,exports,Electricity - exports,1080000000.0,2010,0
9,exports,Electricity - exports,1140000000.0,2009,0
10,exports,Electricity - exports,960000000.0,2008,0
11,exports,Electricity - exports,710000000.0,2007,0
12,exports,Electricity - exports,240000000.0,2006,0
13,exports,Electricity - exports,490000000.0,2005,0
14,exports,Electricity - exports,60000000.0,2004,0
15,exports,Electricity - exports,40000000.0,2003,0
16,exports,Electricity - exports,40000000.0,2002,1.0
17,Electricity - imports,imports,460000000.0,2019,1.0
18,Electricity - imports,imports,650000000.0,2018,1.0
19,Electricity - imports,imports,410000000.0,2017,0
20,Electricity - imports,imports,650000000.0,2016,0
21,Electricity - imports,imports,630000000.0,2015,0
22,Electricity - imports,imports,420000000.0,2014,0
23,Electricity - imports,imports,580000000.0,2013,0
24,Electricity - imports,imports,1799000000.0,2012,0
25,Electricity - imports,imports,530000000.0,2011,0
26,Electricity - imports,imports,449000000.0,2010,0
27,Electricity - imports,imports,186000000.0,2009,0
28,Electricity - imports,imports,312000000.0,2008,0
29,Electricity - imports,imports,417000000.0,2007,0
30,Electricity - imports,imports,510000000.0,2006,0
31,Electricity - imports,imports,424000000.0,2005,0
32,Electricity - imports,imports,2470000000.0,2004,0
33,Electricity - imports,imports,2832000000.0,2003,0
34,Electricity - imports,imports,2800000000.0,2002,1.0
35,Natural gas (including LNG) - imports,imports,1515001212.0,2019,0
36,Natural gas (including LNG) - imports,imports,1289445476.0,2018,0
37,Natural gas (including LNG) - imports,imports,1318889944.0,2017,0
38,Natural gas (including LNG) - imports,imports,1324445504.0,2016,0
39,Natural gas (including LNG) - imports,imports,1172223160.0,2015,0
40,Natural gas (including LNG) - imports,imports,1290278810.0,2014,0
41,Natural gas (including LNG) - imports,imports,1233612098.0,2013,0
42,Natural gas (including LNG) - imports,imports,842222896.0,2012,0
43,Natural gas (including LNG) - imports,imports,1149445364.0,2011,0
44,Natural gas (including LNG) - imports,imports,1180278722.0,2010,0
45,Natural gas (including LNG) - imports,imports,1228334316.0,2009,0
46,Natural gas (including LNG) - imports,imports,1171389826.0,2008,0
47,Natural gas (including LNG) - imports,imports,1098334212.0,2007,0
48,Natural gas (including LNG) - imports,imports,945834090.0,2006,0
49,Natural gas (including LNG) - imports,imports,78611174.0,2005,0
50,Natural gas (including LNG) - imports,imports,306111356.0,2004,1.0
51,Natural gas (including LNG) - imports,imports,427778120.0,2003,1.0
52,Natural gas (including LNG) - imports,imports,419444780.0,2002,1.0
53,Municipal Wastes - production,production,150537120.42960003,2019,1.0
54,Municipal Wastes - production,production,151758121.4064,2018,1.0
55,Municipal Wastes - production,production,110000088.0,2017,1.0
56,Municipal Wastes - production,production,114166758.0,2016,1.0
57,Municipal Wastes - production,production,108055642.0,2015,1.0
58,Municipal Wastes - production,production,105555640.0,2014,1.0
59,Municipal Wastes - production,production,113611202.0,2013,1.0
60,Municipal Wastes - production,production,127222324.0,2012,1.0
61,Municipal Wastes - production,production,115277870.0,2011,1.0
62,Municipal Wastes - production,production,105555640.0,2010,1.0
63,Municipal Wastes - production,production,105555640.0,2009,1.0
64,Municipal Wastes - production,production,63611162.0,2008,1.0
65,Municipal Wastes - production,production,101388970.0,2007,1.0
66,Municipal Wastes - production,production,139166778.0,2006,1.0
67,Municipal Wastes - production,production,131666772.0,2005,1.0
68,Municipal Wastes - production,production,102222304.0,2004,1.0
69,Municipal Wastes - production,production,0.0,2003,0
70,Municipal Wastes - production,production,0.0,2002,0
71,final consumption,Natural gas (including LNG) - final consumption,319444700.0,2019,0
72,final consumption,Natural gas (including LNG) - final consumption,293055790.0,2018,0
73,final consumption,Natural gas (including LNG) - final consumption,322361369.0,2017,0
74,final consumption,Natural gas (including LNG) - final consumption,305555800.0,2016,0
75,final consumption,Natural gas (including LNG) - final consumption,293055790.0,2015,0
76,final consumption,Natural gas (including LNG) - final consumption,293889124.0,2014,0
77,final consumption,Natural gas (including LNG) - final consumption,312222472.0,2013,0
78,final consumption,Natural gas (including LNG) - final consumption,309444692.0,2012,0
79,final consumption,Natural gas (including LNG) - final consumption,211944614.0,2011,0
80,final consumption,Natural gas (including LNG) - final consumption,239722414.0,2010,0
81,final consumption,Natural gas (including LNG) - final consumption,236944634.0,2009,0
82,final consumption,Natural gas (including LNG) - final consumption,236389078.0,2008,0
83,final consumption,Natural gas (including LNG) - final consumption,211389058.0,2007,0
