,Country or Area,Commodity - Transaction,Commodity,Transaction,Year,Unit,Quantity,Quantity Footnotes
0,Andorra,Municipal Wastes - Production,Municipal Wastes,Production,2020,Terajoules,380.0,1
1,Andorra,Municipal Wastes - Production,Municipal Wastes,Production,2019,Terajoules,377.424,1
2,Andorra,Municipal Wastes - Production,Municipal Wastes,Production,2018,Terajoules,366.21,1
3,Andorra,Municipal Wastes - Production,Municipal Wastes,Production,2017,Terajoules,306.0,1
4,Andorra,Municipal Wastes - Production,Municipal Wastes,Production,2016,Terajoules,255.0,1
5,Andorra,Municipal Wastes - Production,Municipal Wastes,Production,2015,Terajoules,248.0,1
6,Andorra,Municipal Wastes - Production,Municipal Wastes,Production,2014,Terajoules,240.84,1
7,Andorra,Municipal Wastes - Production,Municipal Wastes,Production,2013,Terajoules,232.2,1
8,Andorra,Municipal Wastes - Production,Municipal Wastes,Production,2012,Terajoules,210.6,1
9,Andorra,Municipal Wastes - Production,Municipal Wastes,Production,2011,Terajoules,210.6,1
10,Andorra,Municipal Wastes - Production,Municipal Wastes,Production,2010,Terajoules,217.5,1
11,Andorra,Municipal Wastes - Production,Municipal Wastes,Production,2009,Terajoules,223.5,1
12,Andorra,Municipal Wastes - Production,Municipal Wastes,Production,2008,Terajoules,226.1,1
13,Andorra,Municipal Wastes - Production,Municipal Wastes,Production,2007,Terajoules,273.6,1
14,Andorra,Municipal Wastes - Production,Municipal Wastes,Production,2006,Terajoules,57.6,1
15,Andorra,Municipal Wastes - Production,Municipal Wastes,Production,2005,Terajoules,14.4,1
16,Andorra,Municipal Wastes - Production,Municipal Wastes,Production,2004,Terajoules,14.4,1
17,Andorra,Municipal Wastes - Production,Municipal Wastes,Production,2003,Terajoules,0.0,1
18,Andorra,Municipal Wastes - Production,Municipal Wastes,Production,2002,Terajoules,0.0,1
19,Andorra,Municipal Wastes - Transformation,Municipal Wastes,Transformation,2020,Terajoules,380.0,1
20,Andorra,Municipal Wastes - Transformation,Municipal Wastes,Transformation,2019,Terajoules,377.424,1
21,Andorra,Municipal Wastes - Transformation,Municipal Wastes,Transformation,2018,Terajoules,366.21,1
22,Andorra,Municipal Wastes - Transformation,Municipal Wastes,Transformation,2017,Terajoules,306.0,1
23,Andorra,Municipal Wastes - Transformation,Municipal Wastes,Transformation,2016,Terajoules,255.0,1
24,Andorra,Municipal Wastes - Transformation,Municipal Wastes,Transformation,2015,Terajoules,248.0,1
25,Andorra,Municipal Wastes - Transformation,Municipal Wastes,Transformation,2014,Terajoules,240.84,1
26,Andorra,Municipal Wastes - Transformation,Municipal Wastes,Transformation,2013,Terajoules,232.2,1
27,Andorra,Municipal Wastes - Transformation,Municipal Wastes,Transformation,2012,Terajoules,210.6,1
28,Andorra,Municipal Wastes - Transformation,Municipal Wastes,Transformation,2011,Terajoules,210.6,1
29,Andorra,Municipal Wastes - Transformation,Municipal Wastes,Transformation,2010,Terajoules,217.5,1
30,Andorra,Municipal Wastes - Transformation,Municipal Wastes,Transformation,2009,Terajoules,223.5,1
31,Andorra,Municipal Wastes - Transformation,Municipal Wastes,Transformation,2008,Terajoules,226.1,1
32,Andorra,Municipal Wastes - Transformation,Municipal Wastes,Transformation,2007,Terajoules,273.6,1
33,Andorra,Municipal Wastes - Transformation,Municipal Wastes,Transformation,2006,Terajoules,57.6,1
34,Andorra,Municipal Wastes - Transformation,Municipal Wastes,Transformation,2005,Terajoules,14.4,1
35,Andorra,Municipal Wastes - Transformation,Municipal Wastes,Transformation,2004,Terajoules,14.4,1
36,Andorra,Municipal Wastes - Transformation,Municipal Wastes,Transformation,2003,Terajoules,0.0,
37,Andorra,Municipal Wastes - Transformation,Municipal Wastes,Transformation,2002,Terajoules,0.0,
38,Andorra,"Municipal Wastes - Transformation in electricity, CHP and heat plants",Municipal Wastes,"Transformation in electricity, CHP and heat plants",2020,Terajoules,380.0,1
39,Andorra,"Municipal Wastes - Transformation in electricity, CHP and heat plants",Municipal Wastes,"Transformation in electricity, CHP and heat plants",2019,Terajoules,377.424,1
40,Andorra,"Municipal Wastes - Transformation in electricity, CHP and heat plants",Municipal Wastes,"Transformation in electricity, CHP and heat plants",2018,Terajoules,366.21,1
41,Andorra,"Municipal Wastes - Transformation in electricity, CHP and heat plants",Municipal Wastes,"Transformation in electricity, CHP and heat plants",2017,Terajoules,306.0,1
42,Andorra,"Municipal Wastes - Transformation in electricity, CHP and heat plants",Municipal Wastes,"Transformation in electricity, CHP and heat plants",2016,Terajoules,255.0,1
43,Andorra,"Municipal Wastes - Transformation in electricity, CHP and heat plants",Municipal Wastes,"Transformation in electricity, CHP and heat plants",2015,Terajoules,248.0,1
44,Andorra,"Municipal Wastes - Transformation in electricity, CHP and heat plants",Municipal Wastes,"Transformation in electricity, CHP and heat plants",2014,Terajoules,240.84,1
45,Andorra,"Municipal Wastes - Transformation in electricity, CHP and heat plants",Municipal Wastes,"Transformation in electricity, CHP and heat plants",2013,Terajoules,232.2,1
46,Andorra,"Municipal Wastes - Transformation in electricity, CHP and heat plants",Municipal Wastes,"Transformation in electricity, CHP and heat plants",2012,Terajoules,210.6,1
47,Andorra,"Municipal Wastes - Transformation in electricity, CHP and heat plants",Municipal Wastes,"Transformation in electricity, CHP and heat plants",2011,Terajoules,210.6,1
48,Andorra,"Municipal Wastes - Transformation in electricity, CHP and heat plants",Municipal Wastes,"Transformation in electricity, CHP and heat plants",2010,Terajoules,217.5,1
49,Andorra,"Municipal Wastes - Transformation in electricity, CHP and heat plants",Municipal Wastes,"Transformation in electricity, CHP and heat plants",2009,Terajoules,223.5,1
50,Andorra,"Municipal Wastes - Transformation in electricity, CHP and heat plants",Municipal Wastes,"Transformation in electricity, CHP and heat plants",2008,Terajoules,226.1,1
51,Andorra,"Municipal Wastes - Transformation in electricity, CHP and heat plants",Municipal Wastes,"Transformation in electricity, CHP and heat plants",2007,Terajoules,273.6,1
52,Andorra,"Municipal Wastes - Transformation in electricity, CHP and heat plants",Municipal Wastes,"Transformation in electricity, CHP and heat plants",2006,Terajoules,57.6,1
53,Andorra,"Municipal Wastes - Transformation in electricity, CHP and heat plants",Municipal Wastes,"Transformation in electricity, CHP and heat plants",2005,Terajoules,14.4,1
54,Andorra,"Municipal Wastes - Transformation in electricity, CHP and heat plants",Municipal Wastes,"Transformation in electricity, CHP and heat plants",2004,Terajoules,14.4,1
55,Andorra,"Municipal Wastes - Transformation in electricity, CHP and heat plants",Municipal Wastes,"Transformation in electricity, CHP and heat plants",2003,Terajoules,0.0,1
56,Andorra,"Municipal Wastes - Transformation in electricity, CHP and heat plants",Municipal Wastes,"Transformation in electricity, CHP and heat plants",2002,Terajoules,0.0,1
57,Andorra,Municipal Wastes - Transformation in electricity plants - main activity producers,Municipal Wastes,Municipal Wastes,2020,Terajoules,380.0,1
58,Andorra,Municipal Wastes - Transformation in electricity plants - main activity producers,Municipal Wastes,Municipal Wastes,2019,Terajoules,377.424,1
59,Andorra,Municipal Wastes - Transformation in electricity plants - main activity producers,Municipal Wastes,Municipal Wastes,2018,Terajoules,366.21,1
60,Andorra,Municipal Wastes - Transformation in electricity plants - main activity producers,Municipal Wastes,Municipal Wastes,2017,Terajoules,306.0,1
61,Andorra,Municipal Wastes - Transformation in electricity plants - main activity producers,Municipal Wastes,Municipal Wastes,2016,Terajoules,255.0,1
62,Andorra,Municipal Wastes - Transformation in electricity plants - main activity producers,Municipal Wastes,Municipal Wastes,2015,Terajoules,248.0,1
63,Andorra,Municipal Wastes - Transformation in electricity plants - main activity producers,Municipal Wastes,Municipal Wastes,2014,Terajoules,240.84,1
64,Andorra,Municipal Wastes - Transformation in electricity plants - main activity producers,Municipal Wastes,Municipal Wastes,2013,Terajoules,232.2,1
65,Andorra,Municipal Wastes - Transformation in electricity plants - main activity producers,Municipal Wastes,Municipal Wastes,2012,Terajoules,210.6,1
66,Andorra,Municipal Wastes - Transformation in electricity plants - main activity producers,Municipal Wastes,Municipal Wastes,2011,Terajoules,210.6,1
67,Andorra,Municipal Wastes - Transformation in electricity plants - main activity producers,Municipal Wastes,Municipal Wastes,2010,Terajoules,217.5,1
68,Andorra,Municipal Wastes - Transformation in electricity plants - main activity producers,Municipal Wastes,Municipal Wastes,2009,Terajoules,223.5,1
69,Andorra,Municipal Wastes - Transformation in electricity plants - main activity producers,Municipal Wastes,Municipal Wastes,2008,Terajoules,226.1,1
70,Andorra,Municipal Wastes - Transformation in electricity plants - main activity producers,Municipal Wastes,Municipal Wastes,2007,Terajoules,273.6,1
71,Andorra,Municipal Wastes - Transformation in electricity plants - main activity producers,Municipal Wastes,Municipal Wastes,2006,Terajoules,57.6,1
72,Andorra,Municipal Wastes - Transformation in electricity plants - main activity producers,Municipal Wastes,Municipal Wastes,2005,Terajoules,14.4,1
73,Andorra,Municipal Wastes - Transformation in electricity plants - main activity producers,Municipal Wastes,Municipal Wastes,2004,Terajoules,14.4,1
74,Andorra,Municipal wastes - Total energy supply,Municipal wastes,Total energy supply,2020,Terajoules,380.0,1
75,Andorra,Municipal wastes - Total energy supply,Municipal wastes,Total energy supply,2019,Terajoules,377.424,1
76,Andorra,Municipal wastes - Total energy supply,Municipal wastes,Total energy supply,2018,Terajoules,366.21,1
77,Andorra,Municipal wastes - Total energy supply,Municipal wastes,Total energy supply,2017,Terajoules,306.0,1
78,Andorra,Municipal wastes - Total energy supply,Municipal wastes,Total energy supply,2016,Terajoules,255.0,1
79,Andorra,Municipal wastes - Total energy supply,Municipal wastes,Total energy supply,2015,Terajoules,248.0,1
80,Andorra,Municipal wastes - Total energy supply,Municipal wastes,Total energy supply,2014,Terajoules,240.84,1
81,Andorra,Municipal wastes - Total energy supply,Municipal wastes,Total energy supply,2013,Terajoules,232.2,1
82,Andorra,Municipal wastes - Total energy supply,Municipal wastes,Total energy supply,2012,Terajoules,210.6,1
83,Andorra,Municipal wastes - Total energy supply,Municipal wastes,Total energy supply,2011,Terajoules,210.6,1
84,Andorra,Municipal wastes - Total energy supply,Municipal wastes,Total energy supply,2010,Terajoules,217.5,1
85,Andorra,Municipal wastes - Total energy supply,Municipal wastes,Total energy supply,2009,Terajoules,223.5,1
86,Andorra,Municipal wastes - Total energy supply,Municipal wastes,Total energy supply,2008,Terajoules,226.1,1
87,Andorra,Municipal wastes - Total energy supply,Municipal wastes,Total energy supply,2007,Terajoules,273.6,1
88,Andorra,Municipal wastes - Total energy supply,Municipal wastes,Total energy supply,2006,Terajoules,57.6,1
89,Andorra,Municipal wastes - Total energy supply,Municipal wastes,Total energy supply,2005,Terajoules,14.4,1
90,Andorra,Municipal wastes - Total energy supply,Municipal wastes,Total energy supply,2004,Terajoules,14.4,1
91,Andorra,Municipal wastes - Total energy supply,Municipal wastes,Total energy supply,2003,Terajoules,0.0,
92,Andorra,Municipal wastes - Total energy supply,Municipal wastes,Total energy supply,2002,Terajoules,0.0,
93,Austria,Municipal Wastes - Production,Municipal Wastes,Production,2020,Terajoules,21576.319,
94,Austria,Municipal Wastes - Production,Municipal Wastes,Production,2019,Terajoules,19796.263,
95,Austria,Municipal Wastes - Production,Municipal Wastes,Production,2018,Terajoules,19440.734,
96,Austria,Municipal Wastes - Production,Municipal Wastes,Production,2017,Terajoules,18622.413,
97,Austria,Municipal Wastes - Production,Municipal Wastes,Production,2016,Terajoules,21169.0,
98,Austria,Municipal Wastes - Production,Municipal Wastes,Production,2015,Terajoules,19347.0,
99,Austria,Municipal Wastes - Production,Municipal Wastes,Production,2014,Terajoules,18090.0,
100,Austria,Municipal Wastes - Production,Municipal Wastes,Production,2013,Terajoules,15721.0,
101,Austria,Municipal Wastes - Production,Municipal Wastes,Production,2012,Terajoules,15554.0,
102,Austria,Municipal Wastes - Production,Municipal Wastes,Production,2011,Terajoules,15468.0,
103,Austria,Municipal Wastes - Production,Municipal Wastes,Production,2010,Terajoules,14380.0,
104,Austria,Municipal Wastes - Production,Municipal Wastes,Production,2009,Terajoules,13543.0,
105,Austria,Municipal Wastes - Production,Municipal Wastes,Production,2008,Terajoules,11250.0,
106,Austria,Municipal Wastes - Production,Municipal Wastes,Production,2007,Terajoules,10919.0,
107,Austria,Municipal Wastes - Production,Municipal Wastes,Production,2006,Terajoules,11435.0,
108,Austria,Municipal Wastes - Production,Municipal Wastes,Production,2005,Terajoules,8878.0,
109,Austria,Municipal Wastes - Production,Municipal Wastes,Production,2004,Terajoules,8388.0,
110,Austria,Municipal Wastes - Production,Municipal Wastes,Production,2003,Terajoules,5877.0,
111,Austria,Municipal Wastes - Production,Municipal Wastes,Production,2002,Terajoules,5032.0,
112,Austria,Municipal Wastes - Production,Municipal Wastes,Production,2001,Terajoules,4648.0,
113,Austria,Municipal Wastes - Production,Municipal Wastes,Production,2000,Terajoules,4644.0,
114,Austria,Municipal Wastes - Production,Municipal Wastes,Production,1999,Terajoules,4735.0,
115,Austria,Municipal Wastes - Production,Municipal Wastes,Production,1998,Terajoules,4782.0,
116,Austria,Municipal Wastes - Production,Municipal Wastes,Production,1997,Terajoules,4894.0,
117,Austria,Municipal Wastes - Production,Municipal Wastes,Production,1996,Terajoules,4769.0,
118,Austria,Municipal Wastes - Production,Municipal Wastes,Production,1995,Terajoules,3911.0,
119,Austria,Municipal Wastes - Production,Municipal Wastes,Production,1994,Terajoules,3823.0,
120,Austria,Municipal Wastes - Production,Municipal Wastes,Production,1993,Terajoules,3760.0,
121,Austria,Municipal Wastes - Production,Municipal Wastes,Production,1992,Terajoules,3485.0,
122,Austria,Municipal Wastes - Production,Municipal Wastes,Production,1991,Terajoules,2898.0,
123,Austria,Municipal Wastes - Production,Municipal Wastes,Production,1990,Terajoules,2414.0,
124,Austria,Municipal Wastes - Imports,Municipal Wastes,Imports,2017,Terajoules,1228.198,
125,Austria,Municipal Wastes - Transformation,Municipal Wastes,Transformation,2019,Terajoules,19796.263,
126,Austria,Municipal Wastes - Transformation,Municipal Wastes,Transformation,2018,Terajoules,19440.733,
127,Austria,Municipal Wastes - Transformation,Municipal Wastes,Transformation,2017,Terajoules,19850.611,
