,Country or Area,Commodity - Transaction,Commodity,Transaction,Year,Unit,Quantity,Quantity Footnotes
0,Afghanistan,Aviation gasoline - International aviation bunkers,Aviation gasoline,International aviation bunkers,1992,"Metric tons,  thousand",0.0,
1,Afghanistan,Aviation gasoline - International aviation bunkers,Aviation gasoline,International aviation bunkers,1991,"Metric tons,  thousand",0.0,1
2,Afghanistan,Aviation gasoline - International aviation bunkers,Aviation gasoline,International aviation bunkers,1990,"Metric tons,  thousand",0.0,1
3,Afghanistan,Aviation gasoline - Stock changes,Aviation gasoline,Stock changes,1992,"Metric tons,  thousand",0.0,
4,Afghanistan,Aviation gasoline - Stock changes,Aviation gasoline,Stock changes,1991,"Metric tons,  thousand",-1.0,1
5,Afghanistan,Aviation gasoline - Stock changes,Aviation gasoline,Stock changes,1990,"Metric tons,  thousand",-1.0,1
6,Afghanistan,Aviation gasoline - Final energy consumption,Aviation gasoline,Final energy consumption,1992,"Metric tons,  thousand",0.0,
7,Afghanistan,Aviation gasoline - Final energy consumption,Aviation gasoline,Final energy consumption,1991,"Metric tons,  thousand",3.0,1
8,Afghanistan,Aviation gasoline - Final energy consumption,Aviation gasoline,Final energy consumption,1990,"Metric tons,  thousand",3.0,1
9,Afghanistan,Aviation gasoline - Consumption by transport,Aviation gasoline,Consumption by transport,1992,"Metric tons,  thousand",0.0,
10,Afghanistan,Aviation gasoline - Consumption by transport,Aviation gasoline,Consumption by transport,1991,"Metric tons,  thousand",3.0,1
11,Afghanistan,Aviation gasoline - Consumption by transport,Aviation gasoline,Consumption by transport,1990,"Metric tons,  thousand",3.0,1
12,Afghanistan,Aviation gasoline - Consumption in domestic aviation,Aviation gasoline,Consumption in domestic aviation,1992,"Metric tons,  thousand",0.0,
13,Afghanistan,Aviation gasoline - Consumption in domestic aviation,Aviation gasoline,Consumption in domestic aviation,1991,"Metric tons,  thousand",3.0,1
14,Afghanistan,Aviation gasoline - Consumption in domestic aviation,Aviation gasoline,Consumption in domestic aviation,1990,"Metric tons,  thousand",3.0,1
15,Afghanistan,Aviation gasoline - Total energy supply,Aviation gasoline,Total energy supply,1992,"Metric tons,  thousand",0.0,
16,Afghanistan,Aviation gasoline - Total energy supply,Aviation gasoline,Total energy supply,1991,"Metric tons,  thousand",1.0,1
17,Afghanistan,Aviation gasoline - Total energy supply,Aviation gasoline,Total energy supply,1990,"Metric tons,  thousand",1.0,1
18,Afghanistan,Aviation gasoline - Final consumption,Aviation gasoline,Final consumption,1992,"Metric tons,  thousand",0.0,
