,Unnamed: 0,Country or Area,Commodity - Transaction,Commodity,Transaction,Year,Unit,Quantity,Quantity Footnotes,Conversion_in_kWh
0,0,Afghanistan,Lubricants - Imports,Lubricants,Imports,2020,"Metric tons,  thousand",44.4,,492840000.0
1,1,Afghanistan,Lubricants - Imports,Lubricants,Imports,2019,"Metric tons,  thousand",46.8,,519479999.99999994
2,2,Afghanistan,Lubricants - Imports,Lubricants,Imports,2018,"Metric tons,  thousand",48.7,,540570000.0
3,3,Afghanistan,Lubricants - Imports,Lubricants,Imports,2017,"Metric tons,  thousand",75.0,,832500000.0
4,4,Afghanistan,Lubricants - Imports,Lubricants,Imports,2016,"Metric tons,  thousand",128.0,,1420800000.0
5,5,Afghanistan,Lubricants - Imports,Lubricants,Imports,2015,"Metric tons,  thousand",50.2,,557220000.0
6,6,Afghanistan,Lubricants - Imports,Lubricants,Imports,2014,"Metric tons,  thousand",90.1,,1000109999.9999999
7,7,Afghanistan,Lubricants - Imports,Lubricants,Imports,2013,"Metric tons,  thousand",217.1,,2409810000.0
8,8,Afghanistan,Lubricants - Imports,Lubricants,Imports,2012,"Metric tons,  thousand",146.5,,1626150000.0
9,9,Afghanistan,Lubricants - Imports,Lubricants,Imports,2011,"Metric tons,  thousand",53.7,,596070000.0
10,10,Afghanistan,Lubricants - Imports,Lubricants,Imports,2010,"Metric tons,  thousand",49.0,1.0,543900000.0
11,11,Afghanistan,Lubricants - Imports,Lubricants,Imports,2009,"Metric tons,  thousand",44.0,1.0,488400000.0
12,12,Afghanistan,Lubricants - Imports,Lubricants,Imports,2008,"Metric tons,  thousand",37.0,1.0,410700000.0
13,13,Afghanistan,Lubricants - Imports,Lubricants,Imports,2007,"Metric tons,  thousand",28.0,1.0,310800000.0
14,14,Afghanistan,Lubricants - Imports,Lubricants,Imports,2006,"Metric tons,  thousand",21.0,1.0,233100000.0
15,15,Afghanistan,Lubricants - Imports,Lubricants,Imports,2005,"Metric tons,  thousand",13.0,1.0,144300000.0
16,16,Afghanistan,Lubricants - Imports,Lubricants,Imports,2004,"Metric tons,  thousand",7.0,,77700000.0
17,17,Afghanistan,Lubricants - Imports,Lubricants,Imports,2003,"Metric tons,  thousand",7.0,1.0,77700000.0
18,18,Afghanistan,Lubricants - Imports,Lubricants,Imports,2002,"Metric tons,  thousand",7.0,1.0,77700000.0
19,19,Afghanistan,Lubricants - Imports,Lubricants,Imports,2001,"Metric tons,  thousand",4.0,1.0,44400000.0
20,20,Afghanistan,Lubricants - Imports,Lubricants,Imports,2000,"Metric tons,  thousand",4.0,1.0,44400000.0
21,21,Afghanistan,Lubricants - Imports,Lubricants,Imports,1999,"Metric tons,  thousand",4.0,,44400000.0
22,22,Afghanistan,Lubricants - Imports,Lubricants,Imports,1998,"Metric tons,  thousand",4.0,1.0,44400000.0
23,23,Afghanistan,Lubricants - Imports,Lubricants,Imports,1997,"Metric tons,  thousand",4.0,1.0,44400000.0
24,24,Afghanistan,Lubricants - Imports,Lubricants,Imports,1996,"Metric tons,  thousand",4.0,1.0,44400000.0
25,25,Afghanistan,Lubricants - Imports,Lubricants,Imports,1995,"Metric tons,  thousand",3.0,1.0,33300000.0
26,26,Afghanistan,Lubricants - Imports,Lubricants,Imports,1994,"Metric tons,  thousand",3.0,1.0,33300000.0
27,27,Afghanistan,Lubricants - Imports,Lubricants,Imports,1993,"Metric tons,  thousand",3.0,1.0,33300000.0
28,28,Afghanistan,Lubricants - Imports,Lubricants,Imports,1992,"Metric tons,  thousand",2.0,,22200000.0
29,29,Afghanistan,Lubricants - Imports,Lubricants,Imports,1991,"Metric tons,  thousand",3.0,1.0,33300000.0
30,30,Afghanistan,Lubricants - Imports,Lubricants,Imports,1990,"Metric tons,  thousand",2.0,1.0,22200000.0
31,31,Afghanistan,Lubricants - Non-energy uses,Lubricants,Non-energy uses,2020,"Metric tons,  thousand",44.4,1.0,492840000.0
32,32,Afghanistan,Lubricants - Non-energy uses,Lubricants,Non-energy uses,2019,"Metric tons,  thousand",46.8,1.0,519479999.99999994
33,33,Afghanistan,Lubricants - Non-energy uses,Lubricants,Non-energy uses,2018,"Metric tons,  thousand",48.7,1.0,540570000.0
34,34,Afghanistan,Lubricants - Non-energy uses,Lubricants,Non-energy uses,2017,"Metric tons,  thousand",75.0,1.0,832500000.0
35,35,Afghanistan,Lubricants - Non-energy uses,Lubricants,Non-energy uses,2016,"Metric tons,  thousand",128.0,1.0,1420800000.0
36,36,Afghanistan,Lubricants - Non-energy uses,Lubricants,Non-energy uses,2015,"Metric tons,  thousand",50.2,1.0,557220000.0
37,37,Afghanistan,Lubricants - Non-energy uses,Lubricants,Non-energy uses,2014,"Metric tons,  thousand",90.1,1.0,1000109999.9999999
38,38,Afghanistan,Lubricants - Non-energy uses,Lubricants,Non-energy uses,2013,"Metric tons,  thousand",217.1,1.0,2409810000.0
39,39,Afghanistan,Lubricants - Non-energy uses,Lubricants,Non-energy uses,2012,"Metric tons,  thousand",146.5,1.0,1626150000.0
40,40,Afghanistan,Lubricants - Non-energy uses,Lubricants,Non-energy uses,2011,"Metric tons,  thousand",53.7,1.0,596070000.0
41,41,Afghanistan,Lubricants - Non-energy uses,Lubricants,Non-energy uses,2010,"Metric tons,  thousand",49.0,1.0,543900000.0
42,42,Afghanistan,Lubricants - Non-energy uses,Lubricants,Non-energy uses,2009,"Metric tons,  thousand",44.0,1.0,488400000.0
43,43,Afghanistan,Lubricants - Non-energy uses,Lubricants,Non-energy uses,2008,"Metric tons,  thousand",37.0,1.0,410700000.0
44,44,Afghanistan,Lubricants - Non-energy uses,Lubricants,Non-energy uses,2007,"Metric tons,  thousand",28.0,1.0,310800000.0
45,45,Afghanistan,Lubricants - Non-energy uses,Lubricants,Non-energy uses,2006,"Metric tons,  thousand",21.0,1.0,233100000.0
46,46,Afghanistan,Lubricants - Non-energy uses,Lubricants,Non-energy uses,2005,"Metric tons,  thousand",13.0,1.0,144300000.0
47,47,Afghanistan,Lubricants - Non-energy uses,Lubricants,Non-energy uses,2004,"Metric tons,  thousand",7.0,,77700000.0
48,48,Afghanistan,Lubricants - Non-energy uses,Lubricants,Non-energy uses,2003,"Metric tons,  thousand",7.0,1.0,77700000.0
49,49,Afghanistan,Lubricants - Non-energy uses,Lubricants,Non-energy uses,2002,"Metric tons,  thousand",7.0,1.0,77700000.0
50,50,Afghanistan,Lubricants - Non-energy uses,Lubricants,Non-energy uses,2001,"Metric tons,  thousand",4.0,1.0,44400000.0
51,51,Afghanistan,Lubricants - Non-energy uses,Lubricants,Non-energy uses,2000,"Metric tons,  thousand",4.0,1.0,44400000.0
52,52,Afghanistan,Lubricants - Non-energy uses,Lubricants,Non-energy uses,1999,"Metric tons,  thousand",4.0,,44400000.0
53,53,Afghanistan,Lubricants - Non-energy uses,Lubricants,Non-energy uses,1998,"Metric tons,  thousand",4.0,1.0,44400000.0
54,54,Afghanistan,Lubricants - Non-energy uses,Lubricants,Non-energy uses,1997,"Metric tons,  thousand",4.0,1.0,44400000.0
55,55,Afghanistan,Lubricants - Non-energy uses,Lubricants,Non-energy uses,1996,"Metric tons,  thousand",4.0,1.0,44400000.0
56,56,Afghanistan,Lubricants - Non-energy uses,Lubricants,Non-energy uses,1995,"Metric tons,  thousand",3.0,1.0,33300000.0
57,57,Afghanistan,Lubricants - Non-energy uses,Lubricants,Non-energy uses,1994,"Metric tons,  thousand",3.0,1.0,33300000.0
58,58,Afghanistan,Lubricants - Non-energy uses,Lubricants,Non-energy uses,1993,"Metric tons,  thousand",3.0,1.0,33300000.0
59,59,Afghanistan,Lubricants - Non-energy uses,Lubricants,Non-energy uses,1992,"Metric tons,  thousand",2.0,,22200000.0
60,60,Afghanistan,Lubricants - Non-energy uses,Lubricants,Non-energy uses,1991,"Metric tons,  thousand",3.0,1.0,33300000.0
61,61,Afghanistan,Lubricants - Non-energy uses,Lubricants,Non-energy uses,1990,"Metric tons,  thousand",2.0,1.0,22200000.0
62,62,Afghanistan,Lubricants - Total energy supply,Lubricants,Total energy supply,2020,"Metric tons,  thousand",44.4,,492840000.0
63,63,Afghanistan,Lubricants - Total energy supply,Lubricants,Total energy supply,2019,"Metric tons,  thousand",46.8,,519479999.99999994
64,64,Afghanistan,Lubricants - Total energy supply,Lubricants,Total energy supply,2018,"Metric tons,  thousand",48.7,,540570000.0
65,65,Afghanistan,Lubricants - Total energy supply,Lubricants,Total energy supply,2017,"Metric tons,  thousand",75.0,,832500000.0
66,66,Afghanistan,Lubricants - Total energy supply,Lubricants,Total energy supply,2016,"Metric tons,  thousand",128.0,,1420800000.0
67,67,Afghanistan,Lubricants - Total energy supply,Lubricants,Total energy supply,2015,"Metric tons,  thousand",50.2,,557220000.0
68,68,Afghanistan,Lubricants - Total energy supply,Lubricants,Total energy supply,2014,"Metric tons,  thousand",90.1,,1000109999.9999999
69,69,Afghanistan,Lubricants - Total energy supply,Lubricants,Total energy supply,2013,"Metric tons,  thousand",217.1,,2409810000.0
70,70,Afghanistan,Lubricants - Total energy supply,Lubricants,Total energy supply,2012,"Metric tons,  thousand",146.5,,1626150000.0
71,71,Afghanistan,Lubricants - Total energy supply,Lubricants,Total energy supply,2011,"Metric tons,  thousand",53.7,,596070000.0
